0.0,0.0
0.7,3.141592653589793
1.4666666666666666,6.283185307179586
2.2333333333333334,9.42477796076938
3.0,12.566370614359172
3.7666666666666666,15.707963267948966
4.6,18.84955592153876
5.433333333333334,21.991148575128552
6.266666666666667,25.132741228718345
7.133333333333334,28.274333882308138
8.0,31.41592653589793
8.933333333333334,34.55751918948772
9.8,37.69911184307752
10.8,40.840704496667314
11.8,43.982297150257104
12.766666666666667,47.12388980384689
13.7,50.26548245743669
14.8,53.40707511102649
15.833333333333334,56.548667764616276
16.9,59.690260418206066
18.066666666666666,62.83185307179586
19.2,65.97344572538566
20.366666666666667,69.11503837897544
21.566666666666666,72.25663103256524
22.766666666666666,75.39822368615503
24.033333333333335,78.53981633974483
25.366666666666667,81.68140899333463
26.733333333333334,84.82300164692441
28.066666666666666,87.96459430051421
29.5,91.106186954104
30.966666666666665,94.24777960769379
32.5,97.38937226128358
34.03333333333333,100.53096491487338
35.63333333333333,103.67255756846318
37.266666666666666,106.81415022205297
38.96666666666667,109.95574287564276
40.766666666666666,113.09733552923255
42.6,116.23892818282235
44.46666666666667,119.38052083641213
46.43333333333333,122.52211349000193
48.6,125.66370614359172
50.8,128.8052987971815
